SampleID,Location,Pos 1,Pos 2,Pos 3,Pos 4,Pos 5,Pos 6,Pos 7,Pos 8,Pos 9,Pos 10,Pos 11,Pos 12,Pos 13,Pos 14,Pos 15,Pos 16,Pos 17,Pos 18,Pos 19,Pos 20,Pos 21,Pos 22,Pos 23,Pos 24,Lat,Long,SampleNumber,Year,Date
SenThies035.2014,Hersant, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 35.000000, 2014.000000, 735873.000000
SenThies047.2014,Sampathé, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.782167, -16.908652, 47.000000, 2014.000000, 735879.000000
SenThies056.2014,Sampathé, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.782167, -16.908652, 56.000000, 2014.000000, 735880.000000
SenThies075.2014,Hersant, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 75.000000, 2014.000000, 735885.000000
SenThies077.2014,Diakhao, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 77.000000, 2014.000000, 735885.000000
SenThies080.2014,Autre, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 80.000000, 2014.000000, 735886.000000
SenThies103.2014,Autre, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 103.000000, 2014.000000, 735889.000000
SenThies146.2014,Hersant, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 146.000000, 2014.000000, 735900.000000
SenThies160.2014,Autre, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 160.000000, 2014.000000, 735902.000000
SenThies169.2014,Autre, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 169.000000, 2014.000000, 735906.000000
SenThies106.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 106.000000, 2014.000000, 735892.000000
SenThies108.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 108.000000, 2014.000000, 735893.000000
SenThies147.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 147.000000, 2014.000000, 735900.000000
SenThies163.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 163.000000, 2014.000000, 735902.000000
SenThies186.2014,Hersant, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 186.000000, 2014.000000, 735913.000000
SenThies189.2014,Autre, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 189.000000, 2014.000000, 735913.000000
SenThies190.2014,Diakhao, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 190.000000, 2014.000000, 735913.000000
SenThies196.2014,Diakhao, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 196.000000, 2014.000000, 735920.000000
SenThies084.2014,Diakhao, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 84.000000, 2014.000000, 735886.000000
SenThies001.2014,Sampathé, 1.000000, 1.000000, 1.000000, 4.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.782167, -16.908652, 1.000000, 2014.000000, 735864.000000
SenThies002.2014,Sampathé, 1.000000, 1.000000, 1.000000, 4.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.782167, -16.908652, 2.000000, 2014.000000, 735864.000000
SenThies155.2014,Médina Fall, 1.000000, 1.000000, 1.000000, 4.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 155.000000, 2014.000000, 735901.000000
SenThies004.2014,Thially, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.804361, -16.936997, 4.000000, 2014.000000, 735864.000000
SenThies081.2014,Nguinte, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 81.000000, 2014.000000, 735886.000000
SenThies097.2014,Autre, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 97.000000, 2014.000000, 735888.000000
SenThies154.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 154.000000, 2014.000000, 735901.000000
SenThies193.2014,Diakhao, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 193.000000, 2014.000000, 735914.000000
SenThies194.2014,Diakhao, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 194.000000, 2014.000000, 735915.000000
SenThies198.2014,Diakhao, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 198.000000, 2014.000000, 735921.000000
SenThies011.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 11.000000, 2014.000000, 735866.000000
SenThies037.2014,Nguinte, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 37.000000, 2014.000000, 735873.000000
SenThies057.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 57.000000, 2014.000000, 735880.000000
SenThies015.2014,Mbour 1, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.775051, -16.937405, 15.000000, 2014.000000, 735866.000000
SenThies016.2014,Mbour 1, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.775051, -16.937405, 16.000000, 2014.000000, 735866.000000
SenThies017.2014,Mbour 1, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.775051, -16.937405, 17.000000, 2014.000000, 735867.000000
SenThies018.2014,Mbour 1, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.775051, -16.937405, 18.000000, 2014.000000, 735867.000000
SenThies026.2014,Médina Fall, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 26.000000, 2014.000000, 735871.000000
SenThies041.2014,Nguinte, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806814, -16.925882, 41.000000, 2014.000000, 735874.000000
SenThies019.2014,Médina Fall, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 19.000000, 2014.000000, 735867.000000
SenThies020.2014,Diakhao, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 20.000000, 2014.000000, 735867.000000
SenThies024.2014,Nguinte, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.806814, -16.925882, 24.000000, 2014.000000, 735867.000000
SenThies029.2014,Diakhao, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 29.000000, 2014.000000, 735871.000000
SenThies031.2014,Diakhao, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 31.000000, 2014.000000, 735872.000000
SenThies027.2014,Diakhao, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 27.000000, 2014.000000, 735871.000000
SenThies030.2014,Diakhao, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 30.000000, 2014.000000, 735871.000000
SenThies033.2014,Diakhao, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 33.000000, 2014.000000, 735872.000000
SenThies036.2014,Nguinte, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 36.000000, 2014.000000, 735873.000000
SenThies055.2014,Nguinte, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 55.000000, 2014.000000, 735880.000000
SenThies072.2014,Cité Lamy, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.775694, -16.928607, 72.000000, 2014.000000, 735885.000000
SenThies200.2014,Diakhao, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 200.000000, 2014.000000, 735924.000000
SenThies049.2014,Randoulène, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.781636, -16.928566, 49.000000, 2014.000000, 735879.000000
SenThies076.2014,Diamaguene, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.785197, -16.913930, 76.000000, 2014.000000, 735885.000000
SenThies176.2014,Nguinte, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.806814, -16.925882, 176.000000, 2014.000000, 735908.000000
SenThies051.2014,Autre, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 51.000000, 2014.000000, 735879.000000
SenThies052.2014,Autre, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 52.000000, 2014.000000, 735879.000000
SenThies053.2014,Nguinte, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 53.000000, 2014.000000, 735879.000000
SenThies063.2014,Mbour 1, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.775051, -16.937405, 63.000000, 2014.000000, 735881.000000
SenThies062.2014,Médina Fall, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 62.000000, 2014.000000, 735880.000000
SenThies100.2014,TakhiKaw, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.805961, -16.914890, 100.000000, 2014.000000, 735889.000000
SenThies074.2014,Médina Fall, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 3.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806358, -16.909274, 74.000000, 2014.000000, 735885.000000
SenThies111.2014,Nguinte, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 3.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 111.000000, 2014.000000, 735893.000000
SenThies123.2014,Randoulène, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 3.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.781636, -16.928566, 123.000000, 2014.000000, 735895.000000
SenThies136.2014,Autre, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 3.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 136.000000, 2014.000000, 735899.000000
SenThies161.2014,Autre, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 3.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 161.000000, 2014.000000, 735902.000000
SenThies078.2014,Cité Lamy, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.775694, -16.928607, 78.000000, 2014.000000, 735885.000000
SenThies118.2014,Som, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.780674, -16.937405, 118.000000, 2014.000000, 735895.000000
SenThies182.2014,Autre, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 182.000000, 2014.000000, 735910.000000
SenThies083.2014,Nguinte, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806814, -16.925882, 83.000000, 2014.000000, 735886.000000
SenThies167.2014,Autre, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 167.000000, 2014.000000, 735906.000000
SenThies086.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 3.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 86.000000, 2014.000000, 735886.000000
SenThies099.2014,Médina Fall, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 3.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 99.000000, 2014.000000, 735888.000000
SenThies151.2014,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 3.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 151.000000, 2014.000000, 735901.000000
